protocol,model,model_label,threshold_idr,cost_ratio_false_safe,event_count,true_exceed_rate,false_safe_rate,false_unsafe_rate,expected_loss
event-disjoint target,rf_direct,RF direct,0.04,50,8,0.0,0.0,0.00033967391304347825,0.00033967391304347825
event-disjoint target,rf_direct,RF direct,0.04,100,8,0.0,0.0,0.00033967391304347825,0.00033967391304347825
event-disjoint target,ridge_direct,Ridge direct,0.005,1,8,0.06770833333333334,0.0036288496376811596,0.17852411684782607,0.18215296648550725
event-disjoint target,ridge_direct,Ridge direct,0.005,2,8,0.06770833333333334,0.0036288496376811596,0.17852411684782607,0.1857818161231884
event-disjoint target,ridge_direct,Ridge direct,0.005,5,8,0.06770833333333334,0.0036288496376811596,0.17852411684782607,0.1966683650362319
event-disjoint target,ridge_direct,Ridge direct,0.005,10,8,0.06770833333333334,0.0036288496376811596,0.17852411684782607,0.21481261322463768
event-disjoint target,ridge_direct,Ridge direct,0.005,25,8,0.06770833333333334,0.0036288496376811596,0.17852411684782607,0.26924535778985503
event-disjoint target,ridge_direct,Ridge direct,0.005,50,8,0.06770833333333334,0.0036288496376811596,0.17852411684782607,0.3599665987318841
event-disjoint target,ridge_direct,Ridge direct,0.005,100,8,0.06770833333333334,0.0036288496376811596,0.17852411684782607,0.5414090806159421
event-disjoint target,ridge_direct,Ridge direct,0.0075,1,8,0.03549592391304348,0.003138586956521739,0.13697916666666665,0.1401177536231884
event-disjoint target,ridge_direct,Ridge direct,0.0075,2,8,0.03549592391304348,0.003138586956521739,0.13697916666666665,0.14325634057971015
event-disjoint target,ridge_direct,Ridge direct,0.0075,5,8,0.03549592391304348,0.003138586956521739,0.13697916666666665,0.15267210144927537
event-disjoint target,ridge_direct,Ridge direct,0.0075,10,8,0.03549592391304348,0.003138586956521739,0.13697916666666665,0.16836503623188404
event-disjoint target,ridge_direct,Ridge direct,0.0075,25,8,0.03549592391304348,0.003138586956521739,0.13697916666666665,0.2154438405797101
event-disjoint target,ridge_direct,Ridge direct,0.0075,50,8,0.03549592391304348,0.003138586956521739,0.13697916666666665,0.29390851449275357
event-disjoint target,ridge_direct,Ridge direct,0.0075,100,8,0.03549592391304348,0.003138586956521739,0.13697916666666665,0.45083786231884054
event-disjoint target,ridge_direct,Ridge direct,0.01,1,8,0.017844202898550723,0.0015772192028985508,0.11554291213768116,0.11712013134057972
event-disjoint target,ridge_direct,Ridge direct,0.01,2,8,0.017844202898550723,0.0015772192028985508,0.11554291213768116,0.11869735054347827
event-disjoint target,ridge_direct,Ridge direct,0.01,5,8,0.017844202898550723,0.0015772192028985508,0.11554291213768116,0.12342900815217392
event-disjoint target,ridge_direct,Ridge direct,0.01,10,8,0.017844202898550723,0.0015772192028985508,0.11554291213768116,0.13131510416666667
event-disjoint target,ridge_direct,Ridge direct,0.01,25,8,0.017844202898550723,0.0015772192028985508,0.11554291213768116,0.15497339221014494
event-disjoint target,ridge_direct,Ridge direct,0.01,50,8,0.017844202898550723,0.0015772192028985508,0.11554291213768116,0.1944038722826087
event-disjoint target,ridge_direct,Ridge direct,0.01,100,8,0.017844202898550723,0.0015772192028985508,0.11554291213768116,0.27326483242753624
event-disjoint target,ridge_direct,Ridge direct,0.015,1,8,0.0029211956521739127,9.114583333333334e-05,0.08564368206521739,0.08573482789855072
event-disjoint target,ridge_direct,Ridge direct,0.015,2,8,0.0029211956521739127,9.114583333333334e-05,0.08564368206521739,0.08582597373188405
event-disjoint target,ridge_direct,Ridge direct,0.015,5,8,0.0029211956521739127,9.114583333333334e-05,0.08564368206521739,0.08609941123188405
